name,slug,url,logo_url,countries,categories,tags,description,developer_name,developer_email,developer_url,developer_phone,avg_rating,total_ratings,pricing
VOHO,692,https://apps.zid.sa/en/application/692,https://media.zid.store/apps/6289e95f-7880-4033-9bc2-481fabe95a04.png,Saudi Arabia,Customer Support,Free; Trial,"There will be no need to create an expensive call center from scratch, as the facility can get through the VOHO platform to get the customer care service with its full features.


**Our Services**

 **-Direct Connection with your Zid Store**

**-** Retrieve customer (caller) information directly.

**-** Retrieve the order information of the customer directly connected.


 **-Customers service**

**-** Cloud-based automated call distribution.

**-** Run your own call center anywhe",VOHO,hala.alshaqi@gmail.com,https://jcloud.jathwa.com/Pages/SignIn.aspx,,5,0,5 Day Free Trial
Whatsapp Contact us,700,https://apps.zid.sa/en/application/700,https://media.zid.store/apps/41d3c0af-729c-43d8-b712-a8615197de9d.png,Saudi Arabia,Customer Support,Free,"Be closer to serve your customers by communicating with you via WhatsApp
 
**Our Features**

**-** Simple and easy management

**-** Detailed analytics for applications

**-** Weekly performance reports

**-** Customize button design

**-** The possibility of use on WhatsApp desktop and mobile phone

**-** Possibility to add more than one contact number


**Integration Steps**

**1.** Choose the right Plan for you

**2.** Activate the app from the Zid App Store

**3.** Cus",Smartarget,support@smartarget.online,https://smartarget.online/,,5,11,Free Plan Available
Kashaf Lableb,706,https://apps.zid.sa/en/application/706,https://media.zid.store/apps/59978eea-b0a7-4e8e-9293-2ce8c048c2f3.png,Saudi Arabia,Operations,Free; Trial,"**About Kashaf Lableb**
Expand your e-commerce business and increase your sales through the Kashaf AI-powered search service on your store. Kashaf is an intelligent search system that enables your users to efficiently, accurately, and quickly access the products they are looking for through the search box. This ensures that your customers reach all your products regardless of the keywords they use in their search and the mistakes they may make.


**Our Features**

**Effective search:**

",Lableb,support@lableb.com,https://zid-app.lableb.com/,,5,3,14 Day Free Trial
Kasb Odoo,707,https://apps.zid.sa/en/application/707,https://media.zid.store/apps/2abbb88d-967c-4aa9-892d-a901a406c3b6.png,Saudi Arabia,Operations,Free; Trial,"Kasb – A Cloud-Based Accounting Platform for Businesses

No more scattered tools – one system for all your business needs.
**Kasb** provides a unified solution covering every aspect of your operations without the need for multiple software systems.
Our applications are fully integrated, allowing you to run your business more efficiently and effectively.
**Our Services:**

    Accounting

    Sales

    Purchasing & Inventory

    Manufacturing

    Comprehensive Financial Reports",Dar Kasb,zid-app@appsmatic.net,https://darkasb.com/ar/7,,5,0,14 Day Free Trial
add accounting,804,https://apps.zid.sa/en/application/804,https://media.zid.store/apps/0218bb9c-d7fa-45db-abee-8d9b26c2553a.png,Saudi Arabia,Accounting,Free; Trial; 40% discount,"ADD cloud-based accounting software has so many features designed to assist investors to manage their business throw the easiest entries: Easy to use, Mature, Accurate and Trusted by investor


**Our Services**


**-** Accounting

**-** HR/Payroll

**-** E-Invoices

**-** Account management

**-** Commercial stock

**-** The support

**-** Issuance of financial reports

**-** Salary rallies

**Our Features**

**-** Easy Connect

**-** Bilingual system

**-** Multiple ",addaccounting,info@addaccounting.com,https://addaccounting.com,,5,1,7 Day Free Trial
Xero connector,843,https://apps.zid.sa/en/application/843,https://media.zid.store/apps/cb9ab2ba-75ac-4951-ae0d-91c092f7ab8d.png,Saudi Arabia,Accounting,Free; Trial,"Your Xero Report Translation Partner
Need to print Xero reports in Arabic? Look no further. Hesaab connects to your Xero account and presents all of the same information in Arabic, ready for you to print.


**Our Services**

**-** Invoices

**-** Reports

**-** Accounts

**-** Contacts

**-** Training

**-** Data migration

**-** Connection and setup settings

**-** Bookkeeping

**-** Setup and Support

**-** Financial Manager Services


**Our Features**

**-** View ",Hesaab,info@wpholding.com,https://hesaab.app,,5,0,7 Day Free Trial
Nitros,846,https://apps.zid.sa/en/application/846,https://media.zid.store/apps/767b8f91-4d8e-4aa5-ad47-6511ee77ee56.png,Saudi Arabia,Operations,Paid,"""Nitros is a smart shipping web-app that provides professional shipment management solutions for individuals and e-store owners and connects them directly and easily with shipping carriers


**Our Services**

**1.** **Domestic** 

Nitrosis a smart shipping web-app that provides professional shipment management solutions for individuals and e-store owners and connects them directly and easily with shipping carriers. You can also link your e-store with Nitrosand give customers a unique ship",Nitros,connect@gonitros.com,https://api.gonitros.com/,,5,0,From SAR 103.49 / 1 Month
Vom,873,https://apps.zid.sa/en/application/873,https://media.zid.store/apps/121df6df-6dbe-49de-afd2-9269d5df4b41.jpg,Saudi Arabia,Accounting,Free; Trial,"VôM is a cloud accounting platform where we focus primarily on our clients, by providing anyone that has no background in accounting to ensure they can focus on running their business with ease of mind.


**Our Services**


**-** Issuance of invoices And quotations

**-** Recording of accounting operations

**-** Track, save and print receivable and exchange vouchers

**-** Add users to the platform

**-** Inventory Management

**-** Follow-up activity log

**-** Automatic conn",Vom,info@getvom.com,https://app.getvom.com,,5,0,7 Day Free Trial
Meta conversion API,950,https://apps.zid.sa/en/application/950,https://media.zid.store/apps/d240699e-7f31-4352-8faf-3b45418d45b2.jpg,Saudi Arabia,Campaign tracking,Free,"**The application is available for Growth, Professional and Enterprise Plan only**


This App allows you to improve the accuracy of the readings of your ads by understanding the actions people take on your store such as adding an item to a shopping cart or making a purchase


**Requirements**

To activate the Meta Pixel app [**here**](https://web.zid.sa/market/app/29)


**Integration Steps**


**1.** Go to Event Manager.

**2.** Click on the Datasheet view icon on the right top o",Zid App Market,appmarket@zid.sa,https://developers.facebook.com/docs/marketing-api/conversions-api/,,5,1,Free App
Odoo connect,976,https://apps.zid.sa/en/application/976,https://media.zid.store/apps/a170b4b7-a5a7-4319-9fbc-28ee7d857ec1.png,Saudi Arabia,Accounting,Free; Trial,"Nobe  is a corporate accounting cloud platform. No more distractions, one system for all your business. We cover all your business needs in one solution, no need for many different software. Our applications are integrated with each other, allowing you to complete your work more effectively.

  **Our Services**

**-** Accounting

**-** Sales

**-** Purchases and inventory

**-** Manufacturing

**-** Accounting reports

**-** HR

  **Our Features**

**-** integration with extern",Dar Kasb,zid-app@appsmatic.net,http://kasb.io/zid/code,,5,0,15 Day Free Trial
Eyeen,983,https://apps.zid.sa/en/application/983,https://media.zid.store/apps/62d4607f-1bb6-4798-9914-b7b54a94cc87.png,Saudi Arabia,Accounting,Free; Trial,"Make your business management easier and more efficient through Eyeen solutions, join more than 1000 businesses that use Eyeen daily for their business management.



**Our services:**


**-** **E-Store Integration**

Monitor your branches and your online stores under one platform, automatic synchronization of the quantities of the products, invoices, customers, and more.


**-** **Point Of Sale (POS)**

We offer a super simple and fast cashier app with online and offline support. ",Eyeen,api@eyeen.net,https://eyeen.net,,5,1,10 Day Free Trial
Prexle,992,https://apps.zid.sa/en/application/992,https://media.zid.store/apps/ae5af6bd-0ced-4528-a8a6-f380f64a0489.png,Saudi Arabia,Inventory management,Free; Trial,"A cloud cashier system designed specifically to meet the needs of the retail sector in sales operations and warehouse management in order to achieve business goals smoothly and safely wherever you are.


**Our Services**

**-** Branch Management

**-** Staff commissions

**-** Supplier Management

**-** Customer Loyalty

**-** Reports

**-** Export invoices

**Our Features**


**-** **Prexle system is divided into two interfaces:**


**1.** **Main Control Panel:**

 Via ",Prexle POS,Info@prexle.com,https://prexle.com,,5,0,14 Day Free Trial
Drdsh,1021,https://apps.zid.sa/en/application/1021,https://media.zid.store/apps/3bf5f77f-cc55-46b1-b610-a2a771383888.png,Saudi Arabia,Customer Support,Free; Trial,"Having more than one way to communicate with customers is stressful for both customers and support staff. So we decided to make the communication process more organized by issuing Live Chat, an application for your site that allows customers to communicate with customer service immediately without having to wait for an email response, and also reduces the costs of calling by phone.

Live chat is designed to meet the needs of all companies, regardless of their size or field of work, in an easy ",Drdsh,info@htf.sa,https://www.drdsh.live/,,5,0,14 Day Free Trial
Popup,1030,https://apps.zid.sa/en/application/1030,https://media.zid.store/apps/233d6540-2115-4029-b05a-4eebe80d4861.png,Saudi Arabia,Marketing,Free; Trial,"When you create a new promotion or launch a new product, you don't want your customers to miss that ad. With Popup, it's impossible for customers to miss promotions, product updates, and special ads, by popping them up.


**Uses of the Service**

**-** Advertise to your customers about the new products you launched

**-** Promotion of special discount during holidays or slow seasons

**Our Features**

**-** Easy to use application

**-** The window can be fully customized

**-** T",Smartarget,support@smartarget.online,https://smartarget.online/,,5,3,14 Day Free Trial
